City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Hyderabad,2016-11-05,67.23,100.75,10.41,31.41,11.5,12.51,0.26,31.89,66.88,0.08,1.35,2.46,151
Hyderabad,2020-05-03,33.03,80.72,6.32,26.32,18.2,12.42,0.49,5.04,30.42,2.04,14.96,0.39,70
Visakhapatnam,2018-05-20,16.73,76.61,5.59,25.98,18.36,12.33,0.32,8.63,10.75,3.11,6.31,1.69,76
Visakhapatnam,2019-11-17,46.69,92.64,2.95,29.13,17.88,10.57,0.72,8.71,69.31,4.39,11.24,1.41,96
Chandigarh,2020-05-02,19.81,64.91,0.87,9.84,5.83,26.22,0.45,12.38,19.61,2.77,0.4,0.8,64
Hyderabad,2017-04-03,50.37,125.87,9.17,34.02,9.63,14.48,0.15,7.24,53.76,0.09,1.12,0.26,132
Visakhapatnam,2019-09-26,23.9,50.1,67.93,41.9,77.63,3.96,1.62,14.48,14.53,6.71,18.8,9.39,106
Kolkata,2020-06-17,14.57,41.37,3.92,12.68,16.77,9.69,0.39,5.29,21.46,2.96,15.84,0.95,50
Amritsar,2020-01-02,80.8,115.13,9.91,10.44,18.85,8.93,0.3,12.54,7.82,2.77,2.78,1.9,196
Visakhapatnam,2018-10-04,62.23,141.49,15.72,37.26,32.44,27.72,0.66,3.19,18.47,5.1,11.79,4.11,117
Hyderabad,2019-04-19,30.74,67.2,2.92,30.7,18.5,12.78,0.51,2.86,42.07,1.13,8.95,0.82,94
Visakhapatnam,2019-07-30,26.17,96.67,13.3,36.98,30.48,6.59,0.76,14.9,8.75,5.11,11.05,3.11,85
Hyderabad,2019-10-17,48.12,94.64,5.5,27.32,16,8.62,0.63,2.7,17.79,1.31,9.73,3.08,117
Visakhapatnam,2018-10-16,40.69,83.99,13.28,29.18,26.32,10.36,0.51,2.9,35.62,3.48,10.58,3.34,98
Kolkata,2019-08-23,18.15,30.42,17.68,21.49,35.75,10.61,0.5,2.54,16.79,20.93,14.42,2.18,62
Hyderabad,2019-05-29,52.22,148.7,3.2,41.52,24.53,18.68,0.79,7.43,47.71,2.68,20.27,4.26,124
Hyderabad,2020-04-23,27.57,62.7,7.51,24.7,17.87,14.74,0.45,4.88,23.42,2.7,13.7,0.41,53
Delhi,2018-02-19,172.55,315.75,68.88,71.76,88.37,46.22,1.96,15.25,49.74,3.07,5.52,0.79,321
Visakhapatnam,2019-11-27,72.71,119.26,2.87,28.31,17.37,10.91,0.85,9.67,84.34,4.67,9.1,1.1,169
Delhi,2019-08-03,38.54,80.35,16.87,31,33.32,35.33,1.07,9.43,27.74,2.58,28.18,0.33,104
Hyderabad,2017-05-21,35.78,119.47,2.2,47.98,15.64,44.56,0.16,10,39.06,0.27,1.66,0.42,131
Amritsar,2017-11-15,38.17,100.14,46.4,13.71,59.36,15.25,0.66,7.43,23.57,3.07,7.91,22.83,128
Delhi,2020-05-26,55.38,190.11,19.09,37.79,37.41,27.06,1.1,16.82,38.73,2.51,24.05,0.27,153
Delhi,2019-08-02,35.06,83.66,11.86,30.96,29.14,32.66,1.03,8.45,29.29,2.14,24.9,0.32,95
Amaravati,2019-06-10,22.19,63.59,2.62,25.07,15.42,5.06,0.5,18.35,62.52,0.13,1.19,0.18,78
Amaravati,2018-02-24,59.65,127.26,8.21,19.14,16.94,20.46,0.7,10.82,21.64,0.16,2.67,0.15,116
Kolkata,2019-07-05,27.6,54.31,4.63,17.39,21.98,20.3,0.53,4.27,26.66,15.64,8.28,4.19,67
Hyderabad,2017-06-09,17.05,39.07,4.9,20.03,7.59,20.71,0.08,5.5,33.48,0.31,1.4,0.45,69
Hyderabad,2020-04-24,28.99,54.72,6.92,22.09,16.45,14.59,0.44,4.43,23.95,0.83,4.25,0.16,63
Amaravati,2020-01-05,37.81,56.66,1.73,12.98,8.31,20.69,0.63,14.68,36.53,0.6,1.94,0.14,55
Chandigarh,2019-12-23,41.79,83.61,6.97,12.09,11.87,40.76,0.66,6.83,8.97,4.17,0.22,0.69,80
Visakhapatnam,2020-01-30,45.58,105.92,16.23,45.59,33.98,11.03,1.03,15.64,24.76,4.23,9.71,2.26,105
Amaravati,2019-03-18,22.52,69.14,7.47,13.59,13.38,7.71,0.56,10.99,21.12,1.17,4.07,0.33,101
Amritsar,2018-12-12,34.41,76.5,32.68,39.35,70.02,9.81,0.01,0.87,14.24,8.47,0.86,7.87,91
Hyderabad,2019-03-25,50.06,117.86,4.11,38.91,23.8,13.23,0.71,7.35,34.56,1.8,9.53,1.31,107
Visakhapatnam,2019-01-12,115.8,203.73,17.74,56.99,44.71,13.85,1,17.47,90.12,3.8,6.65,2.31,291
Hyderabad,2020-07-01,26.83,66.5,2.94,27.18,16.13,9.32,0.43,6.07,13.2,1.31,16.51,2.62,48
Amaravati,2019-04-04,13.97,39.04,3.77,7.21,6.99,5.55,0.64,10.24,20.32,1.33,2.13,0.23,76
Delhi,2019-07-04,36.82,87.8,12.82,29.23,27,28.65,1.11,9.75,28.2,2.25,22.07,0.87,111
Visakhapatnam,2016-11-01,64.91,93.18,9.34,43.66,29.3,10.9,1.06,11.89,38.43,6.76,9.73,7.98,117
Hyderabad,2020-04-10,18.95,36.93,9.39,31.96,22.02,14.41,0.52,6.51,28.05,1,5.01,0.2,62
Visakhapatnam,2020-01-11,85.85,138.17,3.13,27.96,17.42,12.88,1.19,9.74,73.01,4.75,8.92,1.27,134
Hyderabad,2017-04-23,58.3,187.29,14.55,42.34,13.23,45.33,0.16,23.97,36.37,0.2,1.88,0.44,156
Visakhapatnam,2019-06-26,30.65,84.08,7.75,27.46,20.91,6.72,0.79,8.36,16.2,3.88,9.33,2.31,73
Hyderabad,2018-04-24,33.09,95.19,3.63,35.48,21.62,13.69,0.54,6.92,51.74,0.87,5.04,1.36,90
Amritsar,2019-12-31,71,98.3,9.93,10,19.75,5.04,0.59,8.42,24.9,1.75,1.47,2,111
Amaravati,2020-04-01,34.77,63.95,1.4,5.03,3.81,9.07,0.25,25.11,40.76,0.11,0.47,0.1,69
Delhi,2020-02-28,83.48,161.36,8.21,33.92,26.32,41.44,0.97,11.55,41.53,2.67,11.61,1.11,214
Visakhapatnam,2016-10-28,44.65,76.94,7.7,32.65,22.73,18.43,1.01,6.99,53.31,4.99,10.19,6.15,147
Amritsar,2019-11-11,84.63,158.85,17.16,10.25,27.34,13.06,0.8,11.04,27.87,2.16,2.65,2,160
Visakhapatnam,2018-06-14,38.98,148.5,8.86,46.8,32.22,14.31,0.53,18.59,32.99,4.68,10.14,3.34,126
Hyderabad,2016-05-17,23.03,66.3,7.53,28.72,23.51,31.26,0.69,9.34,22.35,0.29,1.88,0.43,83
Visakhapatnam,2016-07-27,24.49,66.8,24.2,43.69,39.32,15.34,0.94,35.21,28.28,6.47,11.13,9.81,138
Hyderabad,2019-06-20,18.96,56.2,1.96,11.05,7.2,10.23,0.32,6.32,27.66,0.31,1.45,0.13,54
Patna,2020-04-30,30.93,60.26,69.32,14.46,61.62,10.08,0.52,11.96,41.62,1.67,1.82,2.62,118
Hyderabad,2016-02-27,29.42,80.62,5.32,8.1,12.09,10.31,0.87,6.07,24.43,0.75,3.83,0.93,100
Amritsar,2018-01-19,61.57,131.82,5.4,77.61,96.68,14.11,1.23,3.64,20.29,4.7,7.62,5.88,126
Kolkata,2019-06-17,50.58,107.48,3.53,23.6,20.77,4.15,0.55,3.31,39.69,7.87,7.57,3.5,82
Amaravati,2019-10-21,9.99,25.65,3.25,12.56,9.33,8.36,0.72,8.72,29.54,0.2,3.97,0.22,72
Gurugram,2020-04-08,28.04,79.84,5.04,10.94,8.45,34.39,0.42,14.11,62.85,1.63,2.67,2.25,96
Gurugram,2020-04-07,31.8,86.25,5.26,11.95,8.78,35.85,0.43,14.66,61.31,1.67,2.69,2.4,94
Visakhapatnam,2020-05-28,26.94,102,1.63,20.67,12.23,8.67,0.65,7.34,23.8,2.43,3.76,0.91,100
Hyderabad,2018-10-03,36.5,79,5.25,32.41,21.14,13.47,0.45,5.74,23.91,1.66,15.38,1.19,72
Visakhapatnam,2019-08-06,22.25,44.55,26.53,38.1,41.84,9.55,0.71,14.35,3.96,6.56,15,5.66,82
Visakhapatnam,2018-09-11,47.34,100.31,15,41.09,34.05,8.5,0.98,3.86,16.42,4.83,16.23,4.08,105
Amritsar,2018-12-04,76.21,168.2,21.75,26.18,39.31,7.04,0.02,7.11,23.88,4.83,2.22,7.97,115
Chandigarh,2019-09-25,33.66,105.3,10.94,6.56,11.8,5.97,0.73,8.19,21.1,5.69,2.16,1.39,102
Chandigarh,2020-04-06,20.93,47.96,1.66,10.91,6.06,46,0.41,12.81,22.15,3.1,0.82,1.48,41
Chandigarh,2019-09-19,38.1,61.67,7.61,3.3,10.9,1.37,0.65,14.74,26.14,7.14,1.94,2.15,88
Chandigarh,2020-03-27,18.86,34.12,2.98,9.17,6.85,40.12,0.5,9.61,10.49,3.78,0.16,1.09,40
Visakhapatnam,2017-02-24,51.17,93.34,10.66,25.74,22.34,10.25,1.01,18.59,28,2.76,4.78,0.6,138
Hyderabad,2016-12-24,60.28,103.11,9.82,70.51,16.86,31.14,0.43,31.91,55.7,0.05,1.25,0.65,104
Visakhapatnam,2016-09-03,26.75,57.16,18.67,32.96,29.98,7.5,0.79,27,19.97,6.09,14.76,6.54,68
Chandigarh,2020-02-06,44.26,93.7,15.06,13.75,18.79,51.85,0.71,7.71,9.21,5.77,0.33,0.8,83
Hyderabad,2016-09-22,13.08,34.21,10.23,37.98,11.32,9.41,0.1,4.39,26.59,0.04,0.7,2.76,52
Patna,2020-05-11,22.51,71.44,69.66,13.75,65.15,6.57,0.56,5.84,37.65,2,3.04,2.24,138
Delhi,2018-03-16,111.67,256.67,27.56,41.48,62.19,42.2,1.09,16.61,43.04,4.14,4.59,0,269
Visakhapatnam,2019-03-25,36.77,89.98,15.7,35.59,31.69,7.68,0.83,4.85,15.33,2.95,7.09,0.88,99
Amaravati,2019-07-05,10.31,22.14,8.27,25.22,20.23,2.46,0.62,16.24,22.99,0.23,1.38,0.59,70
Hyderabad,2017-06-16,9.71,21.19,7.47,14.66,7.72,8.52,0.19,3.1,50.2,0.03,0.95,0.15,72
Visakhapatnam,2019-03-17,34.35,105.79,12.83,37.82,30.54,11.04,0.62,13.1,15.39,1.44,2.82,0.2,98
Delhi,2015-02-19,159.97,193.78,24.53,40.51,47.8,81.44,13.11,5.08,31.88,3.11,6.12,3.49,352
Delhi,2019-05-24,43.86,117.66,20.82,40.33,40.59,45.86,1.21,11.99,31.11,3.49,31.5,0.92,151
Delhi,2019-12-15,94.67,151.57,26.19,39.9,43.01,38.46,1.15,8.5,22.96,3.22,21.24,0.31,205
Amaravati,2019-06-03,31.52,73.42,1.39,20.17,11.91,4,0.45,18.1,43.53,0.13,1.09,0.13,80
Delhi,2020-04-21,37.17,87.27,8.89,19.64,19.57,29.75,0.82,15.36,48.56,1.48,8.92,0,102
Hyderabad,2015-11-29,67.13,109.51,4.52,9.39,12.25,8.95,0.97,8.22,46.11,1.28,4.77,0.7,164
Amaravati,2019-01-10,115.23,198.47,14.96,113.39,72.47,7.38,0.78,9.43,20.07,0.11,0.23,0.13,270
Visakhapatnam,2019-01-15,76.5,269.04,18.07,63.35,48.39,10.91,1.24,31.62,64.29,5.73,9.25,4,281
Visakhapatnam,2020-02-05,55.76,128.79,30.16,53.14,52.77,11.21,1.25,4.99,35.61,6.19,11.68,4.87,112
Visakhapatnam,2020-03-10,16.23,46.4,1.86,22.56,13.35,11.3,0.76,8.91,11.86,2.49,11.83,1.23,69
Chandigarh,2019-11-27,32.56,64.7,18.8,52.22,70.53,5,0.85,10.94,5.34,7.25,2.22,1.22,88
Hyderabad,2017-04-24,57.26,195.54,12.62,40.89,12.81,32.1,0.17,19.79,33.12,0.32,2.92,0.47,162
Amritsar,2020-04-20,16.35,56.92,17.86,12.25,28.27,11.95,0.68,9.64,43.02,1.37,1.54,2,51
Chandigarh,2019-10-27,122.16,180.25,7.8,16.3,11.84,7.79,0.73,9.92,17.49,3.04,5.9,0.81,253
Hyderabad,2016-03-02,48.34,98.72,5.38,10.22,14.24,10.26,1.08,5.22,39.26,0.98,5.35,1.07,106
Delhi,2020-06-15,48.69,120.23,7.8,25.95,21.79,35.38,0.88,12.57,48.39,1.9,16.58,0.73,130
Delhi,2020-04-22,58.25,130.99,10.78,24.79,24.17,29.39,0.86,17.34,46.94,2.03,13.9,0.01,122
Visakhapatnam,2016-11-03,29.34,53.15,5.17,18.55,13.97,10.38,0.77,9.45,36.52,3.31,6.3,2.73,67
Amritsar,2019-06-25,16.57,50.38,13.54,7.71,19.39,33.5,0.59,6.39,15.03,3.47,2.1,7.87,65
Delhi,2017-10-19,176.17,259,55.94,53.51,53.32,50.7,1.18,22.15,36.35,1.26,4.52,0.08,336
Delhi,2017-10-02,63.41,128.15,22.86,25.2,12.1,39.12,0.43,2.94,30.1,0.54,2.43,0.05,132
Delhi,2019-09-15,35.52,72.61,10.34,27.77,24.91,24.48,0.91,8.55,28.58,1.42,14.92,0.49,83
Amritsar,2018-06-02,48.66,179.33,1.42,8.57,9.19,1.6,1.26,6.14,20.8,0.6,2.43,4.78,200
Chandigarh,2020-02-23,26.21,65.46,11.93,16.68,18.18,54.07,0.67,10,15.54,5.4,0.15,3.91,64
Hyderabad,2018-03-19,48.07,92.55,4.21,41.03,25.09,17.35,0.83,5.87,48.04,2.48,4.69,1.37,93
Kolkata,2020-07-01,10.53,31.58,6.25,10.01,16.29,12.87,0.3,4.32,15.52,1.82,10.25,0.18,45
Delhi,2018-12-22,326.79,502.83,85.55,78.71,117.64,60.21,2.59,18.47,44.98,8.63,55.27,2.37,468
Hyderabad,2020-02-20,45.57,94.57,10.85,27.45,21.75,19.79,0.41,5.78,31.14,1.07,4.52,0.1,97
Kolkata,2020-05-23,21.78,55.17,3,5.53,8.59,9.64,0.34,3.9,27.39,0.93,8.51,0.52,50
Visakhapatnam,2016-12-20,61.85,100.85,34.99,77.27,56.04,14.55,1.53,19.86,58.88,9.29,13.28,12.08,122
Amaravati,2018-11-28,80.96,152.44,4.73,89.01,51.18,2.95,1.51,15.71,41.41,0.12,0.26,0.11,215
Delhi,2018-07-21,50.21,95.93,17.99,36.48,37.03,43.54,0.97,11.2,32.23,2.32,32.24,0.88,114
Kolkata,2019-10-25,17.39,42,8.01,20.41,28.21,14.18,0.46,4.27,22.57,16.84,27.51,1.37,55
Delhi,2019-09-10,64.48,144.47,16.24,34.12,34.48,29.2,1.07,9.49,40.53,2.34,27.18,2.8,139
Delhi,2020-06-26,50.01,112.08,9.67,22.06,21.75,32.64,1.01,11.66,24.82,2.07,23.31,0.7,104
Visakhapatnam,2018-01-04,112.67,234.51,66.29,83.29,98.05,21.58,1.95,34.16,35,3.17,6.12,2.4,231
Hyderabad,2019-10-04,34.73,70.39,6.64,24.27,15.95,11.55,0.65,10.07,20.09,0.55,6.54,0.24,81
Chandigarh,2020-06-25,14.15,33.6,1.88,6.87,5.11,25.67,0.3,13.13,24.25,2.96,0.29,0.88,37
Hyderabad,2020-02-15,66.96,142.86,28.85,57.58,51.8,22.58,0.8,13.19,27.56,3.77,29.6,1.27,154
Amaravati,2020-04-15,18.62,45.2,1.48,4.5,3.6,6.92,0,14.12,30.13,0.06,0.29,0.1,51
Hyderabad,2018-07-28,18.23,55.98,8.1,22.38,18.1,16.11,0.28,6.09,18.44,0.51,4.03,0.41,53
Delhi,2018-06-06,57.68,159.45,8.99,31.11,33.05,39.58,0.88,9.34,48.47,2.71,6.46,0,146
Amaravati,2018-10-06,49.7,109.35,8.38,25.91,20.65,17.96,0.76,14.31,46.63,0.05,0.16,0.1,80
Patna,2020-05-06,17.95,82.85,71.43,15.13,44.36,8.18,0.44,10.27,49.34,1.65,3.61,2.79,129
Amritsar,2020-06-01,19.12,33.74,30.02,39.8,34.58,17.15,0.71,11.8,22.8,1.23,1.04,8.33,43
Hyderabad,2017-07-31,17.42,57.47,7.22,18.87,10.08,5.48,0.21,5.04,28.83,0.97,5.05,2.84,69
Hyderabad,2015-11-19,37.76,102.3,7.23,5.1,9.17,5.96,0.89,9.16,38.1,0.88,3.83,0.39,110
Delhi,2017-11-16,191.57,278.95,38.61,53.86,82.34,50.06,1.55,22.89,62.01,4.06,12.03,0.12,357
Delhi,2018-08-01,55.77,195.09,19.92,26.14,32.34,38.58,0.94,9.71,29.94,1.38,22.32,0.28,155
Chandigarh,2020-01-26,63.05,108.46,29.72,14.09,31.22,32.77,0.9,8.11,11.11,5.95,0.15,1.05,117
Hyderabad,2020-03-17,25.08,69.94,10.63,29.65,22.98,12.91,0.47,3.98,20.94,1.99,11.57,0.91,67
Hyderabad,2019-07-29,8.99,24.55,2.31,11.77,8.17,7.06,0.37,4.02,18.19,0.16,0.53,0.02,42
Visakhapatnam,2019-12-31,52.33,99.33,3.51,33.7,20.78,11.69,1.13,8.44,70.91,4.67,8.7,1.64,92
Visakhapatnam,2020-06-07,29.69,101.97,2.84,35.51,20.66,9.85,0.57,5.32,31.71,3.07,10.65,1.17,82
Amritsar,2019-01-05,28.29,62.82,26.76,29.28,56.04,8.38,0,2.33,5,7.48,1.6,7,77
Kolkata,2020-05-16,11.23,30.52,3.22,5.27,8.55,6.68,0.27,5.08,25.59,1.12,5.43,0.26,44
Delhi,2019-02-26,59.97,120.3,24.36,50.31,48.45,32.19,0.95,16.88,32.19,2.49,28.02,0.74,144
Hyderabad,2019-10-25,23.54,56.62,9.25,22.14,15.97,10.27,0.49,4.34,13.74,0.55,3.23,0.27,51
Amritsar,2019-09-02,29.85,53.6,13.17,8.92,22.06,11.09,0.57,9.33,15.45,2.21,1.11,2,54
Visakhapatnam,2018-01-01,59.73,99.04,1.73,23.69,13.89,11.68,0.95,5.75,95.39,2.7,3.67,0.66,131
Visakhapatnam,2016-07-14,37.09,98.23,14.05,49.9,34.78,13.3,1.09,9.28,33.36,5.24,8.33,7.04,93
Delhi,2015-11-11,219.68,408.52,24.64,55.72,71.78,48.34,1.5,25.96,89.58,3.82,8.83,0,431
Visakhapatnam,2020-01-07,54.65,102.77,3.13,27.04,16.93,13.21,0.95,9.6,69.69,3.69,6.96,1.1,100
Visakhapatnam,2017-03-29,30.71,82.42,15.06,15.91,20.71,8.4,1.11,15.93,9.32,4.06,9.33,2.72,94
Amaravati,2020-06-16,11.61,31.52,4.88,16.7,12.86,8.35,0.5,16.28,31.19,0.09,0.78,0.36,39
Patna,2020-04-17,38.82,101.67,69.71,15.28,50.49,13.41,1.35,9.8,37.05,0.77,3.64,0.56,134
Gurugram,2020-04-06,52.7,94.54,5.54,14.5,10.57,36.91,0.65,15.57,54.3,2.06,2.77,2.73,106
Hyderabad,2018-05-30,31.7,80.59,2.56,26.77,16.12,15.8,0.58,6.53,44.57,0.66,4.34,0.66,89
Hyderabad,2017-07-15,16.53,63.46,7.95,11.48,6.15,6.42,0.14,6.85,29.24,0.01,0.46,0.24,74
Visakhapatnam,2018-04-28,13.9,54.07,7.84,19.48,16.05,9.87,0.44,13.13,11.69,3.19,6.02,1.96,49
Amritsar,2019-09-13,35.44,63.1,13.54,10.91,23.88,9.48,1.13,12.01,29.03,1.74,1.1,2,84
Amritsar,2018-07-25,28.38,51.05,10.73,4.85,14.59,6.7,0.37,3.45,31.95,1.54,1.19,4.75,54
Amaravati,2020-01-17,45.81,66.69,2.1,11.52,7.83,15.1,0.66,15.86,44.3,0.52,1.06,0.1,82
Visakhapatnam,2020-04-05,22.3,52.05,13.75,31.35,28.06,7.6,0.11,6.29,9.64,2.31,6.2,1,54
Hyderabad,2016-03-21,56.19,105.42,5.62,3,5.66,10.22,1.66,9.28,28.03,2.99,15.19,5.6,112
Amaravati,2019-11-17,63.97,109.47,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76,0.12,127
Amaravati,2018-01-05,92.9,162.69,6.38,56.39,35.19,21.02,0.08,23.11,68.79,0.29,7.88,0.2,222
Hyderabad,2019-01-05,73.03,140.13,7.3,50.4,32.05,17.23,0.78,8.17,40.43,2.17,10.09,1.25,148
Hyderabad,2018-04-05,41.51,86.82,4.05,36.55,22.52,14.68,0.67,4.72,43.49,1.33,4,1.59,92
Amritsar,2020-04-15,32.05,75.31,20.86,18.96,28.66,15.16,0.73,6.55,23.62,1.26,1.5,1.83,68
Amritsar,2017-11-03,146.53,252.25,8.45,29.28,37.73,62.9,1.31,3.88,15.18,3.71,12.22,26.31,317
Visakhapatnam,2020-02-10,33.44,59.32,3.27,20.78,13.71,11.27,0.85,8.23,34.75,2.95,5.3,0.91,50
Hyderabad,2019-08-17,23.03,78.62,6,24.44,16.82,19.41,0.38,8.87,17.03,0.28,2.3,0.16,69
Delhi,2015-03-07,77.57,90.54,12.07,19.15,24.66,16.83,9.48,5.18,23.09,1.68,6.31,1.25,216
Amaravati,2019-08-01,8.71,21.35,1.77,4.43,3.76,2.43,0.39,13.83,20.11,0.06,0.5,0.21,34
Visakhapatnam,2020-05-31,21.22,79.53,2.38,24.88,14.92,11.03,0.57,5.43,17.49,2.08,4.53,0.92,40
Hyderabad,2017-09-17,15.67,27.18,10.04,12.72,4.23,3.75,0.04,3.3,31.75,0.04,0.63,0.25,39
Hyderabad,2016-11-12,61.83,104.38,9.26,53.12,16.3,39.06,0.61,35.55,92.1,0.08,1.54,0.33,152
Amritsar,2018-01-01,161.69,291.36,7.82,30.43,38.24,3.71,1.7,2.9,18.68,5.76,11.41,10.61,331
Delhi,2018-05-12,144.33,353.5,45.32,74.13,88.45,65.63,3.2,17.75,67.9,4.15,5.23,0,330
Hyderabad,2015-12-23,38.41,83.4,6.6,12.88,18.03,10.42,0.8,6.71,30.15,1.1,5.35,0.64,115
Hyderabad,2018-06-24,16.99,37.87,3.05,20.56,13.25,13.2,0.23,6.42,19.13,0.26,2.86,0.26,41
Kolkata,2020-06-12,8.7,22.11,3.88,11.15,15.2,8.52,0.37,5.05,21.71,5.75,18.28,1.39,38
Hyderabad,2016-11-03,61.75,97.54,9.6,23.49,9.26,20.77,0.35,35.06,58.34,0.08,1.68,2.07,104
Amritsar,2020-03-01,22.15,83.69,17.9,12.55,27.8,12.16,0.83,21.92,29.65,1.44,1.86,1.98,76
Hyderabad,2015-12-11,24.85,64.47,8.58,12.14,19.29,10.5,0.91,8.54,20.59,0.84,5.26,0.34,101
Visakhapatnam,2016-11-15,68.7,106.53,3.72,26.07,16.54,12.74,1.13,8.59,70.65,5.25,6.77,4.07,150
Patna,2020-01-25,112.8,171.75,79.2,43.86,119.9,28.37,1.2,10.42,15.22,1.17,6.9,2.14,224
Hyderabad,2017-10-24,63.35,97.66,8.24,24.35,2.17,14.58,0.06,5.02,40.66,0.16,0.89,0.16,111
Amaravati,2020-05-28,25.16,66.12,1.57,5.41,4.15,12.46,0.6,7.99,13.71,0.44,0.38,0.1,64
Gurugram,2020-04-22,49.59,102.91,5.91,18.46,12.07,37.91,0.77,11.29,62.97,7.5,3.64,3.05,120
Chandigarh,2020-03-10,29.78,76.2,7.71,18.13,15.51,64.07,0.6,9.69,12.53,4.58,2.53,1.23,69
Gurugram,2020-03-18,84.93,191.47,19.96,30.5,35.47,54.53,1.28,19.43,46.04,5.44,7.4,21.43,178
Amritsar,2020-02-10,63.68,115.75,17.14,10.13,26.59,12.03,1.03,7.86,42.74,1.94,2.09,1.98,144
Delhi,2018-01-02,277.48,422.59,31.26,53.73,4.26,55.61,1.52,12.43,68.68,3.98,9.71,0.27,439
Amritsar,2018-06-08,54.7,175.81,57.62,29.71,39.7,5.39,2.1,6.52,32.46,0.92,2.79,5.3,148
Delhi,2015-02-15,184.06,497.37,44.16,58.15,75.98,61.89,13.78,9.13,40.91,4.79,8.98,12.44,391
Hyderabad,2018-07-18,14.13,36.01,4.36,22.64,15.15,13.41,0.27,6.95,13.58,0.8,4.43,4.49,33
Delhi,2015-09-03,99.5,278.36,33.04,35.31,67.05,17.86,1.17,9.82,72.94,3.85,10.55,4.02,315
Amritsar,2018-06-19,39.78,171.73,23.1,15.08,38.19,5.6,0,7.19,46.14,0.73,2.64,4.7,154
Hyderabad,2020-03-07,38.58,92.91,11,25.4,21.69,17.74,0.46,4.76,23.93,1.97,10.62,1.53,85
Visakhapatnam,2020-02-12,62,106.88,2.75,27.1,16.65,12.64,1.02,8.18,46.57,3.45,6.59,1.16,101
Visakhapatnam,2020-04-23,8.41,37.46,10.88,24.6,21.92,8.31,0.11,6.42,9.79,1.76,8.83,0.7,36
Hyderabad,2015-10-09,137.28,93.47,7.99,7.93,15.71,7.42,1.03,8.39,36.15,1.63,8.02,0.22,316
Hyderabad,2016-02-07,61.74,101.15,5.38,8.97,12.97,10.28,0.92,3.82,45.44,0.44,2.67,0.15,121
Delhi,2019-06-27,65.3,230.98,17.87,39.94,38.24,29.35,1.16,13.46,46.84,2.8,22.59,0.34,169
Hyderabad,2016-12-15,57.33,93.83,22.06,49.45,7.32,26.91,0.25,13.93,27.81,0.02,0.31,0.21,96
Amaravati,2019-08-05,7.53,24.18,2.74,6.1,5.55,6.38,0.34,26.08,26.62,0.35,0.49,0.1,31
Amritsar,2019-06-06,46.72,88.35,18.38,9.22,21,21.43,0.53,12.95,40.67,4.4,2.03,11.59,103
Visakhapatnam,2018-10-13,69.73,118.55,6.53,36.05,24.48,15.64,0.53,5.9,50.27,3.81,9.67,2.26,122
Chandigarh,2019-12-01,59.05,98.34,8.75,12.28,13.41,5,0.73,10.18,10.13,7.16,0.41,0.14,107
Hyderabad,2018-02-13,46.38,85.63,2.89,31.98,16.16,54.44,0.61,6.53,44.34,0.98,4.74,1.1,94
Kolkata,2019-10-19,61.12,105.64,38.45,34.54,69.35,11.71,1.03,4.32,35.19,24.88,35.85,4.29,145
Amaravati,2018-11-09,51.51,111.28,20.08,57.93,47.24,2.03,1.07,12.3,26.53,0.04,0.11,0.1,105
Hyderabad,2016-01-23,66.16,97.42,5.23,13.23,17.06,10.5,0.99,8.42,48.7,0.48,3.42,0.09,118
Amritsar,2018-06-28,21.99,46.12,10.88,16.14,27.02,6.09,1.34,12.55,24.31,0.58,1.88,3.26,86
Amritsar,2020-02-04,67.56,103.84,27.82,21,36.62,14.74,0.49,6.95,37.74,2.09,2.14,2,111
Visakhapatnam,2018-12-10,86.25,155.66,4.12,32.87,20.84,12.86,0.65,8.1,161.93,4.46,8.43,2.39,282
Hyderabad,2017-12-02,69.44,123.66,7.02,35.14,23.91,16.25,0.76,10.97,65.3,4.65,15.59,3.93,135
Hyderabad,2020-05-11,38.65,82.55,7.1,30.29,20.61,13.24,0.53,7.01,27.77,2.84,22.77,1.02,83
Chandigarh,2020-05-08,18.31,58.59,2.66,13.77,9.35,24.59,0.64,13.67,35.8,2.15,0.21,0.94,64
Hyderabad,2016-04-12,48.99,87.94,12.85,34.56,37.07,19.29,1.61,10.06,41,0.69,4.45,0.75,117
Amaravati,2017-12-08,122.88,208.86,5.56,54.87,33.71,17.96,0.27,22.97,68.6,0.36,6.28,0.21,310
Kolkata,2019-08-26,12.82,22.87,12.89,18.34,26.58,11.7,0.41,3.91,25.8,20.27,11.23,1.42,49
Patna,2020-04-20,26.65,88.62,68.61,15.49,50.14,13.32,1.28,9.79,34.75,0.62,3.6,0.26,131
Amritsar,2019-11-16,86.49,164,17.17,9.91,27.08,13,0.36,13.01,11.08,2.31,3.22,2,259
Visakhapatnam,2019-04-27,29.45,96.85,12.22,23.62,22.35,34.25,1.01,2.41,9.02,1.9,4.55,0.73,113
Patna,2019-12-31,195.81,246,46.5,36.69,82.49,28.8,2.41,7.45,15.66,4.76,1.74,4.59,364
Delhi,2019-05-12,178.22,503.28,12.49,40.68,33.4,29.53,1.22,19.36,57.85,2.71,18.73,0.19,352
