City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Amritsar,2020-03-06,17.61,61.51,17.42,11.14,26.82,12,0.74,11.49,27.23,1.38,1.47,1.98,68
Amaravati,2018-04-02,24.23,52.06,4.32,14.33,11.23,8.17,0.56,9.95,23.86,0.04,1.38,0.1,55
Amaravati,2019-02-05,81.64,146.56,13.08,83.44,55.08,14.61,1.58,12.92,43.18,0.08,0.19,0.1,159
Hyderabad,2017-03-31,45.77,119.32,9.23,35.7,10.05,16.73,0.15,8.68,62.1,0.09,0.94,0.2,150
Visakhapatnam,2020-06-18,21.16,88.8,4.94,42.96,26.79,3.22,0.68,11.05,27.65,4.38,7.65,1.69,71
Amaravati,2020-02-14,43.11,76.55,2.24,16.21,10.44,18.22,0.52,23.05,46.64,0.45,1.41,0.13,87
Delhi,2017-10-17,121.7,212.35,48.01,57.08,49.91,42.92,1.36,17.44,30.46,0.99,3.39,0.09,313
Chandigarh,2020-03-16,21.2,70.76,3.76,9.14,7.39,87.95,0.47,10.27,12.37,3.51,1.5,0.8,56
Hyderabad,2016-01-01,232.83,108.2,11.17,17.35,26.85,10.58,1.45,8.56,27.64,1.79,9.91,2.41,387
Amaravati,2019-12-19,83.16,120.25,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,138
Hyderabad,2018-06-22,21.26,45.55,2.2,28.03,16.4,13.37,0.49,6.19,25.78,0.94,7.48,1.22,56
Delhi,2018-06-08,76.78,196.34,9.8,31.27,36.1,46.72,0.95,7.75,54.22,2.56,4.55,0,180
Kolkata,2019-10-20,63,101.4,12.99,32.87,45.48,10.42,0.85,5.15,40.98,22.31,36.56,2.62,118
Delhi,2018-06-22,83.98,247.55,23.62,45.06,53.22,44.46,0.99,12.38,64.38,4.69,13.08,21.62,249
Visakhapatnam,2016-10-19,66.14,105.53,10.22,50.18,33.13,16.96,1.04,12.48,42.08,6.08,9.45,8.52,121
Visakhapatnam,2018-02-25,61.99,250.5,83.36,66.23,102.86,19.18,1.11,24.09,35.85,9.57,17.78,8.39,232
Amritsar,2019-09-12,40.96,75.26,13.75,10.7,23.86,9.46,0.86,9.26,19.2,1.9,1.11,2,79
Hyderabad,2018-03-04,54.72,116.74,7.81,49.19,32.28,20.81,0.94,9.17,50.33,1.64,9.31,1.92,122
Kolkata,2020-03-12,57.54,114.2,7.71,33.63,41.39,24.25,0.72,12.66,36.42,6.7,12.52,1.46,120
Visakhapatnam,2020-06-27,15.02,50.94,7.68,25.06,19.54,12.47,0.47,8.55,23.3,2.24,12.07,0.73,41
Amaravati,2019-11-09,77.93,128.41,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45,0.19,168
Hyderabad,2019-05-08,47.23,152.96,5.38,42.65,26.82,20.71,0.78,11.17,39.92,5.02,33.18,8.48,133
Hyderabad,2015-11-23,46.04,98.22,3.95,7.92,9.81,9.44,0.76,6.44,40.99,1.24,4.41,0.7,97
Hyderabad,2016-10-21,59.04,100.29,12.44,71.09,21.95,39.49,0.51,35.22,35.03,0.13,3.11,0.48,102
Hyderabad,2019-04-26,43.87,116.45,3.31,30.94,18.98,13.17,0.6,5.83,61.91,1.65,11.53,0.79,108
Hyderabad,2019-06-16,19.58,61.02,1.62,9.26,5,7.41,0.29,4.29,25.32,0.28,1.19,0.05,57
Delhi,2019-06-29,58.08,271.27,16.84,34.56,35.19,23.72,0.93,11.99,37.99,2.43,20.25,0.22,223
Visakhapatnam,2019-01-28,85.77,138.65,6.2,42.57,27.67,14.85,0.88,8.47,51.84,3.51,5.42,1.37,196
Chandigarh,2019-10-19,51.84,109.52,14.08,5.48,14.22,6.49,0.62,11.54,18.3,4.92,0.4,3.8,110
Patna,2020-02-02,67.25,141.65,37.12,37.85,73.98,32.47,0.73,9.85,21.59,1.4,6.35,1.37,172
Chandigarh,2019-12-09,97.55,196.46,29.9,21.94,34.45,36.14,0.92,11.4,8.56,3.31,0.46,1.09,157
Visakhapatnam,2018-08-03,52.43,165.01,12.56,40.08,31.53,8.35,0.51,7.34,16.1,4.36,16.14,3.52,130
Kolkata,2019-12-11,74.26,149.7,19.23,43.49,62.55,26.53,0.83,11.73,48.36,27.43,34.84,2.09,146
Chandigarh,2020-01-19,46.76,96.89,20.11,11.33,22.08,35.94,0.78,7.99,10.35,6.54,0.29,0.97,112
Delhi,2019-01-29,142,235.85,33.51,51.47,58.67,36.19,1.24,18.56,33.83,3.87,27.11,0.37,297
Delhi,2020-05-16,81.87,151.8,6.11,26.17,19.89,27.62,0.99,16.19,63.12,1.61,11.64,0.15,175
Amritsar,2018-11-10,54.89,157.76,33.43,38.02,69.43,9.8,0.01,3.8,26.42,6.97,3.05,13.02,114
Delhi,2018-11-20,224.1,374.77,53.4,63.96,80.38,54.51,2.04,16.11,46.03,6.37,51.31,2.77,367
Kolkata,2020-06-04,16,36.33,3.2,7.42,10.67,8.89,0.33,7.57,28.36,1.31,12.77,0.79,52
Hyderabad,2017-04-29,27.39,97.09,6.2,29.07,8.18,38.26,0.09,10.98,59.6,0.08,0.94,0.23,127
Amaravati,2018-02-19,54.73,94.12,3.49,12.79,9.73,22.79,0.58,8.21,30.21,0.08,2.23,0.15,89
Hyderabad,2018-12-04,77.72,147.65,6.32,47.55,29.22,12.49,0.76,8.53,37.26,3.19,21.43,5.61,154
Amritsar,2019-12-03,87.69,140.27,9.51,10.05,19.2,5.1,0.59,10.68,22.89,3.1,3.37,1.98,183
Hyderabad,2018-09-01,23.16,71.26,6.01,26.37,18.32,10.23,0.31,8.74,15.43,1.49,14.86,10.98,70
Amritsar,2017-11-21,128.92,264.88,61.57,46.82,108.39,14.86,1.17,9.23,33.66,7.86,10.18,15.94,307
Hyderabad,2020-03-19,43.39,97.86,9.2,33.52,24.66,14.85,0.68,7.02,24.86,3.4,21.63,2.29,87
Amritsar,2019-11-20,91.41,253.95,17.22,9.98,27.2,13,0.47,13.04,13.14,3.38,4.5,2.01,235
Visakhapatnam,2016-10-01,40.24,72.92,20.02,38.29,35.6,12.82,1.01,16.68,25.81,6.77,14.69,8.62,94
Visakhapatnam,2020-05-06,9.03,45.89,2.72,19.43,12.5,8.14,0.11,8.96,13.65,2.84,9.86,2.31,41
Chandigarh,2020-05-03,17.98,46.16,1.37,8.65,5.62,27.53,0.45,8.91,28.81,2.89,0.37,0.89,66
Delhi,2019-12-01,123.66,192.47,38.19,50.39,63.15,36.51,1.17,11.39,32.28,3.57,23.24,0.58,257
Delhi,2019-04-26,82.37,244.21,30.38,50.69,52.86,32.2,1.34,26.12,47.45,4.54,35.45,1.73,223
Amaravati,2018-04-07,24.4,70.25,5.01,10.84,9.84,10.27,0.74,7.4,13.13,0,1.11,0.1,76
Amaravati,2018-12-04,97.09,143.69,4.09,86.95,49.58,1.52,1.11,13.62,33.03,0.1,0.12,0.12,176
Hyderabad,2016-10-31,58.15,84.2,8.84,24.36,11.15,26.1,0.54,23.55,46.88,0.07,1.37,0.09,106
Visakhapatnam,2019-12-10,24.02,95.84,29.64,37.62,44.11,7.15,0.95,7.82,40.3,5.08,11.08,4.02,91
Delhi,2018-02-06,143.29,274.72,28.45,56.51,67.62,44.96,1.21,14.94,41.11,1.74,4.88,0.42,324
Visakhapatnam,2016-09-14,28.28,55.62,18.71,23.62,25.46,11.15,0.73,15.97,32.27,4.33,7.98,5.72,64
Kolkata,2019-10-08,25.16,55.33,16.23,21.42,37.51,9.89,0.66,4.05,22.52,24.95,21.71,2.72,78
Delhi,2018-07-05,50.41,133.6,13.52,38.05,33.66,38.45,0.95,11.14,41.14,2.57,32.38,14.04,130
Visakhapatnam,2018-04-08,23.42,42.92,2.35,21.57,12.33,6.97,0.31,2.33,65.33,2.3,5.17,1.36,84
Visakhapatnam,2020-03-09,19.48,55.45,2.11,23.76,13.74,11.88,0.74,11.35,12,3.01,9.62,1.83,82
Hyderabad,2017-03-29,49.28,117.75,9.55,33.72,10.29,15.1,0.16,6.55,57,0.09,0.89,0.2,127
Visakhapatnam,2019-03-20,27.53,72.87,6.94,28.71,20.92,9.03,0.64,9.69,20.53,2.39,9.1,0.92,78
Visakhapatnam,2018-10-05,57.35,154.36,22.65,42.21,40.86,24.63,0.57,3.3,21.5,4.68,11.53,3.98,130
Delhi,2020-04-10,57.67,112.93,9.8,27.12,23.3,27.71,0.81,16.32,40.36,1.79,11.45,0.14,111
Amaravati,2019-10-23,11.75,23.54,3.84,13.51,10.4,8.03,0.72,10.68,23.48,0.15,1.74,0.16,71
Hyderabad,2017-12-10,48.99,108.63,4.44,37.26,23.47,11.86,0.69,22.76,39.78,3.38,24.04,2.35,120
Hyderabad,2020-01-01,41.19,69.42,8.24,25.88,19.3,13.79,0.65,4.18,28.71,0.36,1.15,0.02,82
Amaravati,2020-02-02,19.94,42.27,2.1,10.35,7.22,13.25,0.47,13.38,31.97,0.26,0.91,0.13,47
Visakhapatnam,2018-02-06,69.68,183.64,43.41,57.75,66,19.37,1.02,11.14,32.3,8.28,14.87,6.18,150
Hyderabad,2019-06-09,31.14,67.58,1.98,23.4,14.06,15.79,0.45,5.98,54.96,0.86,4.54,0.34,88
Visakhapatnam,2016-12-12,40.99,71.42,4.2,18.21,13.03,10.59,0.96,34.07,87.04,4.04,4.68,1.77,105
Visakhapatnam,2019-07-06,25.58,91.73,17.5,39.32,35.15,5.7,0.7,10.14,5.42,5.97,15.23,4.13,80
Delhi,2018-08-30,41.26,95.47,21.4,28.28,34.45,29.82,0.95,9.97,27.06,1.78,30.81,0.2,97
Hyderabad,2019-09-30,41.11,65.51,15.6,28.89,25.22,8.47,0.82,3.01,13.19,1.05,5.04,0.6,75
Hyderabad,2018-11-15,58.4,140.37,9.82,52.31,35.35,11.78,0.73,23.55,30.37,4.71,39.56,17.29,133
Delhi,2019-01-11,278.95,432.2,118.55,76.71,151.4,56.53,2.9,20.03,35.61,10,73.38,1.44,401
Kolkata,2020-04-21,11.81,24.7,4.05,12.3,16.42,12.34,0.34,6.26,41.06,1.97,7,0.46,56
Delhi,2018-08-29,36.06,65.58,15.31,26.12,27.86,29.36,0.9,10.23,21.53,1.6,28.23,0.08,88
Hyderabad,2019-11-03,37.22,84.04,5,22.49,15.44,11.06,0.59,5.34,23.74,0.61,3.9,0.3,84
Amaravati,2019-02-02,71.09,128.56,29.13,85.01,68.98,14.32,1.15,10.68,40.2,0.06,0.1,0.1,130
Amritsar,2020-04-14,22.37,50.46,17.34,10.67,23.17,12.09,0.64,6.33,22.14,1.21,1.4,1.79,59
Delhi,2019-02-23,56.51,115.07,11.62,36.12,30.5,26.26,0.85,15.66,37.26,2.09,15.68,0.89,116
Hyderabad,2018-01-11,76.19,162.88,7.06,59.3,36.87,24.42,1.04,17.13,55.98,4.21,22.96,6.5,160
Visakhapatnam,2020-06-02,9.91,43.3,2.81,19.91,12.6,9.16,0.47,8.78,19.68,1.37,3.44,0.73,50
Gurugram,2020-06-30,47.27,114.29,6.29,10.38,12.08,3.2,0.78,7.36,58.07,2.4,4.3,4.89,131
Hyderabad,2020-04-01,47.96,83.65,3.72,19.98,13.07,11.07,0.65,6.64,35.46,1.96,8.69,0.28,87
Delhi,2019-02-27,47.18,91.52,14.25,35.07,33.41,26.57,0.79,12.52,31.38,1.67,20.26,0.73,112
Delhi,2015-02-25,148.19,169.57,14.79,29.28,34.14,34.91,14.13,5.94,31.57,2.06,6.92,1.75,340
Visakhapatnam,2017-03-24,52.68,123.59,19.18,28.39,29.19,8.47,1.14,21.56,14.58,3.67,10.09,3.34,144
Hyderabad,2017-09-10,18.58,41.91,7.95,15.66,6.21,5.51,0.09,3.32,31.82,0.07,1.52,0.26,60
Hyderabad,2018-02-05,41.79,112.02,6.03,43.96,29.17,25.26,0.73,8.16,56.47,1.46,5.67,1.65,111
Delhi,2018-12-03,178.87,356.2,120.66,66.91,144.74,47.02,2.74,16.52,38.44,8.11,66.53,2.75,356
Amritsar,2019-12-17,49.45,64.66,13.29,13,21.65,6.2,0.65,5.64,23.2,1.89,1.81,1.98,74
Amaravati,2018-02-10,31.83,66.74,2.76,16.83,11.14,11.9,0.61,5.87,24.72,0.05,2.64,0.11,57
Amritsar,2020-06-30,41.64,76.49,22.03,15.97,30.6,13.29,0.69,4.67,16.48,1.3,1.1,8.72,66
Amritsar,2019-10-25,90.71,135.6,12.5,13.12,23.71,31.44,0.87,15.28,19.52,3.07,3.83,1.96,198
Hyderabad,2016-09-11,24.59,59.97,13.43,70.69,22.2,26.24,0.32,4.45,16.52,0.1,0.74,3.38,66
Hyderabad,2016-09-03,10.4,30.27,13.23,57.09,17.23,15.31,0.45,10.59,14.46,0.06,0.49,1.06,78
Hyderabad,2017-07-30,17.5,60.16,8.1,16.64,9.26,5.66,0.2,5.83,27.97,0.42,3.43,1.34,63
Delhi,2018-04-08,50.27,137.52,13.22,34.29,41.32,44.48,1.09,10.5,56.29,0.95,2.63,0,142
Hyderabad,2019-04-16,39.47,111.85,3.88,34.63,20.98,12.53,0.55,7.05,47,1.67,12.24,4.77,104
Amritsar,2017-10-20,248.12,445.44,29.93,40.11,70.05,60.89,1.08,9.66,12.32,3.47,7.62,28.33,463
Visakhapatnam,2018-02-10,52.48,119.12,12.38,38.01,30.27,13.99,0.59,8.76,15.79,7.64,13.03,2.86,99
Delhi,2020-01-15,111.57,179.08,29.61,47.45,54.26,41.76,1.17,10.68,26.19,3.72,30.02,0.34,241
Gurugram,2020-06-26,56.56,141.92,2.65,10.07,8.52,3.88,0.9,6.42,32.75,3.41,4.8,5.98,122
Amaravati,2018-07-18,10.45,41.47,4.1,11.13,9.34,14.62,0.47,9.94,28.24,0.21,0.09,0.1,39
Hyderabad,2018-04-30,44.84,106.84,7.3,39.52,26.63,17.29,0.7,9.74,44.31,1.2,7.43,1.59,103
Hyderabad,2019-05-27,41.93,124.03,3.57,32.43,19.84,19.38,0.56,7.74,38.17,1.71,13.43,1.96,114
Delhi,2015-11-04,293.49,401.49,105.88,87.47,137.62,56.81,2.54,31.58,114.43,7.99,28.6,1.75,454
Kolkata,2020-03-31,44.67,76.1,5.16,19.05,24.25,18.77,0.54,9.83,66.03,3.51,6.43,0.8,110
Visakhapatnam,2018-03-15,42.34,107.78,16.56,39.02,34.22,10.74,0.83,20.9,11.81,5.38,9.71,2.89,109
Hyderabad,2018-12-16,76.15,149.24,4.2,39.24,23.25,11.76,0.61,16.29,49.21,4.19,29.84,7.28,151
Hyderabad,2017-08-21,10.89,26.2,5.41,11.31,5.21,4.27,0.16,4.88,38.36,0.09,0.91,0.2,62
Delhi,2019-12-19,261.16,385.13,51.02,55.64,72.47,57.3,1.92,9.64,28.22,6.1,34.52,0.52,354
Delhi,2020-05-06,58.44,169.61,13.75,21.88,25.58,29.53,0.89,15.78,53.95,2.04,13.31,0.06,139
Visakhapatnam,2019-11-23,68.83,119.7,3.06,41.14,24.34,11.77,0.81,7.53,79.97,4.32,10.56,1.81,112
Amritsar,2019-09-11,41.36,79.85,13.16,11.2,23.58,9.48,0.3,9.68,15.6,2.04,1.11,2,77
Delhi,2017-10-14,147.07,208.87,67.91,30.14,23.78,55.52,0.37,14.64,42.39,0.72,3.4,0.09,319
Delhi,2019-10-20,98.05,203.14,35,48.83,53.46,33.32,1.26,10.64,33.47,4.13,30.72,1.68,242
Delhi,2018-06-01,79.98,233.97,8.65,30.14,33.87,48.38,0.81,8.24,58.87,1.48,3.18,0,196
Delhi,2018-05-14,49.22,137.39,13.4,40.3,41.85,46.61,2.05,11.3,56.2,1.07,2.34,0,174
Visakhapatnam,2018-12-30,70.2,116.5,2.04,21.96,13.33,12.9,0.47,17.86,99.99,2.53,7.21,0.77,152
Visakhapatnam,2018-02-22,71.19,194.15,18.76,65.2,49.93,11.49,0.74,17.08,37.11,7.24,17.12,3.6,160
Hyderabad,2016-01-07,66.19,102.61,5.71,13.35,17.48,10.52,0.93,7.82,42.99,1.16,7.22,0.86,195
Visakhapatnam,2019-06-28,30.4,106.57,9.54,50.51,34.62,6.97,0.87,14.79,17.03,7.6,20.77,4.73,100
Delhi,2018-09-25,21.45,49.41,20.54,25.67,30.35,22.28,0.81,10.88,22.48,3.12,30.75,0.01,63
Visakhapatnam,2019-10-20,5.29,17.65,6.04,25.84,18.66,2.58,0.53,61.41,26.21,2.15,4.57,0.94,64
Amritsar,2019-05-03,30.74,80.8,14.47,16.64,31.11,10.42,0.89,62.24,37.59,3.24,2.17,8.21,97
Delhi,2017-11-20,171.34,249.28,24.44,52.73,64.19,36.28,1.3,13.7,54.08,2.38,6.34,0.1,329
Amritsar,2018-03-20,56.47,158.03,13.78,12.76,35.48,8.69,0.75,2.59,23.55,4.01,1.48,0.96,124
Amaravati,2019-08-30,10.11,23.08,23.03,14.19,14.12,24.24,0.45,16.84,23.09,0.13,0.99,0.13,37
Amritsar,2019-06-10,34.67,95.14,17.29,10.5,20.93,12.81,0.73,21.96,31.75,5.31,1.89,8.38,98
Chandigarh,2019-09-27,16,57.51,18.72,5.25,17.25,6.51,0.83,12.05,24.57,7.3,1.96,1.25,80
Hyderabad,2016-01-08,69.27,100.47,9.06,18.17,25.57,10.43,1.14,7.82,47.4,1.35,6.72,1.23,145
Delhi,2017-09-28,75.4,102.91,50.72,38.55,23.52,54.37,0.43,6.08,34.06,0.27,1.54,0.11,176
Delhi,2018-02-27,85.53,178.51,24.54,43.12,56.44,43.85,1.15,10.72,40.51,1.93,3.03,0.06,167
Delhi,2018-11-14,136.2,225.77,41.75,59.36,67.48,53,1.68,16.02,31.95,5.38,42.88,1.87,361
Delhi,2017-12-06,120.91,210.21,23.19,51.02,68.08,45.92,1.65,20.88,43.68,2.94,8.36,0.12,330
Delhi,2015-02-14,193.96,412.46,81.47,53.81,107.76,137.27,11.73,9.36,34.22,9.01,17.88,14.17,377
Visakhapatnam,2017-02-12,50.1,92.38,8.21,24.89,19.92,10.5,0.68,3.41,47.33,0,0,0,107
Delhi,2020-01-08,117.98,145.85,26.65,38.64,45.09,44.73,1.13,8.67,17.63,3.49,22.67,0.19,281
Hyderabad,2017-01-20,76.51,135.24,10.68,49.29,11.62,15.32,0,9,55.29,0.02,0.33,0.04,150
Delhi,2019-11-20,175.19,295.47,79.63,77.62,106.76,40.19,2.21,14.74,38.99,5.65,45.92,2.19,315
Kolkata,2019-07-01,23.16,48.3,8.37,16.39,24.62,10.15,0.57,2.59,21.87,12.81,7.76,3.08,71
Amritsar,2020-03-13,17.08,70.36,17.22,11.62,26.98,11.8,0.78,8.52,36.31,1.39,1.59,2,72
Amritsar,2019-07-30,25.95,51.61,16.38,14.3,23.36,13.78,0.08,11.39,13.14,4.32,1.18,13.25,48
Delhi,2020-04-06,59.91,114.88,11.05,24.37,22.68,26.41,0.81,15.59,44.16,2.04,12.8,0.24,134
Amaravati,2019-05-21,24.95,74.2,1.86,20.68,12.51,3.36,0.49,16.73,19.84,0.1,1.17,0.14,80
Hyderabad,2019-01-25,36.51,80.89,2.97,29.33,17.72,16.06,0.46,4.8,26.51,1.01,3.99,0.51,96
Amaravati,2019-05-08,49.19,155.58,0.95,26.89,13.92,4.26,0.77,25.9,73.55,0.48,4,0.2,126
Kolkata,2019-10-23,83.63,130.56,20.42,41.4,61.7,12.43,0.99,6.64,35.29,18.92,29.63,3.61,181
Amaravati,2020-03-05,20.14,31.66,2.18,7.85,5.94,10.82,0.49,18.35,26.21,0.13,0.32,0.1,47
Visakhapatnam,2018-03-07,64.04,147.36,13.35,48.57,36.69,18.27,0.88,13.82,31.67,6.19,14.16,3.57,115
Amritsar,2017-11-18,83,184.32,52.17,7.07,57.11,12.53,0.97,8.07,25.07,4.35,7.79,14.11,200
Hyderabad,2019-01-28,71.62,104.9,5.27,38.41,24.51,17.74,0.62,10.45,18.86,4.28,35.42,1.06,124
Chandigarh,2020-05-28,19.87,94.14,4.56,7.07,11.44,30.12,0.42,12.95,42.21,3.05,0.36,0.54,98
Delhi,2019-07-21,50.57,105.55,23.14,33.89,40.01,37.02,1.39,8.83,32.04,2.6,27.75,0.23,123
Patna,2020-02-05,104.57,177.15,69.35,49.02,117.13,36.09,1.3,10.78,16.94,2.26,7.8,2.21,245
Hyderabad,2019-01-27,51.29,74.22,6.08,32.05,21.7,21.41,0.55,9.21,13.14,3.67,27.18,0.92,72
Amritsar,2019-07-16,32.36,55.29,17.81,10.18,25.52,14.76,0.3,7.66,16.87,3.19,1.08,9.33,73
Delhi,2020-03-19,90.62,195.15,37.81,45.67,59.24,36.15,1.14,17.66,43.16,3.37,33.51,1.49,191
Hyderabad,2018-09-17,35.58,61.65,4.05,22.67,14.98,18.61,0.41,8.41,24.49,1.45,9.79,1.23,85
Gurugram,2020-05-08,56.55,102.78,4.24,14.09,10.87,25.48,0.72,7.37,92.2,4.04,5.13,4.2,144
Hyderabad,2018-11-05,32.8,68.87,5.38,36.41,23.46,8.99,0.53,4.62,27.53,1.86,10.96,1.31,64
Amritsar,2017-12-28,101.19,188.85,5.98,26.62,32.6,3.32,1.24,5.94,23.25,5.23,8.68,9.38,298
Patna,2020-02-20,112.06,216.1,69.4,62.39,127.25,36.62,1.2,7.06,21.87,3.86,7.46,3.94,251
Hyderabad,2017-08-14,20.36,40.24,8.48,14.29,7.96,6.99,0.23,5.62,29.5,0.79,4.63,1.13,60
Visakhapatnam,2020-05-22,24.8,90.94,4.34,39.51,24.12,18.93,0.11,6.37,30.61,1.7,3.49,0.72,117
Visakhapatnam,2019-08-28,32.64,106.67,5.44,9.42,9.43,5.12,0.65,13.95,19.52,5.27,13.29,3.43,109
Hyderabad,2019-04-10,42.14,105.98,7.75,41.35,28.05,13.09,0.77,8.54,31.83,1.41,14.18,3.73,100
Amaravati,2019-06-14,9.55,31.71,3.23,24.02,15.47,2.09,0.36,16.48,32.84,0.27,1.13,0.12,38
Hyderabad,2016-02-26,48.65,96.82,5.28,7.94,11.87,10.4,0.89,6.79,26.1,0.84,9.74,0.82,109
Visakhapatnam,2018-11-18,40.27,97.11,10.89,27.34,23.39,7.52,0.64,8.67,37.11,3.33,6.76,2.05,107
Delhi,2018-09-01,45.19,110.35,19.47,28.51,31.54,31.04,1.02,10.53,19.58,2.24,34.3,0.04,132
Hyderabad,2017-07-05,10.4,37,7.39,12.88,6.43,3.23,0.16,13.72,30.35,0.1,0.69,0.23,58
Delhi,2018-03-04,79.83,182.26,25.27,39.02,56.08,39.35,0.99,12.95,34.95,1.63,2.92,0.14,205
Amritsar,2019-11-02,110.95,181.95,17.66,9.91,27.24,12.97,0.52,10.06,11.35,2.69,3.27,2,313
Amritsar,2018-03-12,48.66,155.13,12.38,8.7,28.47,7.78,0.57,8.52,31.15,4.89,1.59,1.25,128
Chandigarh,2020-01-31,33.27,66.36,4.48,12.56,7.49,68.76,0.6,6.3,7.45,5.07,0.24,0.69,55
Amaravati,2019-03-22,23.56,53.08,2.86,12.03,8.56,5.6,0.53,10.27,29.46,1.18,3.57,0.28,56
Amaravati,2017-12-31,61.03,131.62,5.51,39.5,25.49,17.82,0.08,11.45,61.91,0.33,4.16,0.19,120
Delhi,2018-09-05,39.77,101.8,21.85,30.63,37.55,29.56,1.04,9.62,20.64,2.12,31.65,0.08,108
Hyderabad,2018-11-28,73.48,155.16,6.86,59.43,36.14,11.11,0.77,8.85,43.73,3.45,15.27,2.45,142
Visakhapatnam,2016-10-22,66.93,100.71,23.2,68.56,51.78,15.93,1.34,18.09,28.29,8.7,14.62,13.5,122
Patna,2020-02-26,41.28,64.98,62.21,34.22,93.46,22.91,0.79,7.1,11.95,2.12,8.77,2.1,116
Visakhapatnam,2020-01-24,74.82,177.62,16.76,48.23,39.27,12.04,1.43,7.31,40.41,6.73,14.8,3.1,156
Visakhapatnam,2019-02-07,118.36,278.92,58.1,85.31,92.62,22.25,1.57,28.7,53.62,5.47,9.11,2.66,283
Visakhapatnam,2019-05-21,31.98,117.35,11.57,32,26.43,6.16,0.79,9.84,11.98,2.28,3.52,0.8,108
Hyderabad,2017-10-15,35.59,61.1,18.84,22.1,3.41,11.88,0.06,4.4,57.62,0.09,1.2,0,97
Delhi,2018-03-11,88.3,183.74,23.14,41.81,55.86,39.62,1.08,15.41,46.28,1.28,3.12,0,179
Hyderabad,2017-06-04,14.36,40.42,9.13,24.08,8.73,20.08,0.08,4.09,46.26,0.01,0.5,0.11,84
Visakhapatnam,2018-02-23,76.45,188.84,16.74,58.72,44.85,12.7,0.77,16.64,36.6,6.53,18.67,3.38,157
Chandigarh,2019-12-07,69.8,133.11,43.97,12.89,42.09,49.26,1,10.46,8.77,8.82,0.64,4.82,139
Visakhapatnam,2020-04-20,9.08,35.35,16.21,30.16,29.22,8.35,0.11,6.56,9.46,2.21,8.55,0.89,47
Hyderabad,2019-12-18,75.72,146.93,16.08,48.4,37.04,19.48,0.91,6.88,24.3,2,12.35,3.88,150
Hyderabad,2016-05-12,51.09,96.09,18.48,46.69,46.61,30.83,1.66,15.51,38,0.44,3.58,0.45,135
Amritsar,2019-12-28,80.31,106.95,9.62,10.78,19.14,5.07,0.64,11.47,66.65,1.59,1.57,1.96,156
Visakhapatnam,2019-05-01,13.18,50.34,4.75,18.79,13.85,25.06,0.58,5.3,10.63,1.14,3.53,0.38,46
Visakhapatnam,2016-10-29,44.44,81.9,4.92,25,18.04,14.71,0.86,7.73,26.08,4.04,10.17,4.43,91
Delhi,2018-05-27,97.37,314.96,31.92,58.31,57.05,35.05,1.1,11.59,56.75,3.73,4.64,0,268
Patna,2020-03-27,58.25,129.36,51.61,45.25,64.28,13.88,1.68,12.52,20.63,0.89,4.96,0.31,146
Hyderabad,2017-02-23,72,184.43,13.74,48.13,14.06,29.77,0.28,24.77,52.2,0.22,3.77,1.91,164
Amritsar,2018-12-14,43.93,100.62,25.34,30.82,44.51,7.94,0.02,6.34,16.43,6.22,0.97,5.19,99
Amaravati,2020-02-16,37.53,64.2,1.97,14.1,9.09,21.98,0.44,15.75,40.59,0.41,1.1,0.14,88
Amritsar,2018-05-26,74.08,126.26,12.63,8.34,20.97,5.08,0.53,5.85,42.98,0.97,2.83,5.77,132
Visakhapatnam,2019-03-27,24.5,76.36,12.35,33.42,27.82,6.14,0.68,10.25,12.09,1.57,3.53,0.51,71
Hyderabad,2017-05-12,34.8,77.97,5,36.6,11.62,23.81,0.15,4.51,53.61,0.03,0.61,0.19,86
Hyderabad,2020-06-09,17.96,56.02,6.01,19.43,13.92,21.26,0.31,9.15,20.04,0.76,5.52,2.76,57
Amritsar,2019-06-23,30.83,111.52,14.72,8.14,19.02,38.58,0.75,12.05,18.98,5.03,1.92,9.24,100
Visakhapatnam,2018-02-16,72.41,150.5,3.63,8.09,5.75,0.98,0.65,10.83,47.88,5.91,10.28,3.92,137
Patna,2020-02-29,81.48,215.29,126.93,47.86,98.58,35.94,1.54,8.66,21.95,4.3,9.36,4.44,209
Visakhapatnam,2020-06-29,22.91,65.73,3.45,29.53,18.33,10.71,0.48,8.42,30.96,0.01,0.01,0,68
Hyderabad,2017-05-30,17.31,78.58,14.07,46.38,14.55,15.98,0.06,10.87,36.63,0.02,0.43,0.06,82
Patna,2020-06-22,15.42,39.87,20.33,25.06,33.47,3.11,0.74,3.79,20.83,1.76,4.13,1.28,60
Visakhapatnam,2019-05-07,56.08,194.4,11.34,35.5,28.1,25.79,0.85,3.37,15.57,2.01,3.2,0.55,163
Delhi,2018-05-19,103.98,284.44,49.67,65.52,81.75,55.99,1.46,12.48,57.66,5.23,6.98,0,270
Amritsar,2018-12-11,23.84,52.99,35.43,40.65,74.09,10.39,0.01,3.75,15.1,7.13,0.91,8.26,94
Chandigarh,2020-04-13,19.73,44.85,1.68,10.72,6.95,31.33,0.54,9.92,26.65,3.43,0.63,1.16,45
